"station","sample_time","air_temperature_c","air_pressure_m","sea_level_pressure_m"
"F3311",2020-05-07 20:30:00,0,10.0093880410998,10.3735903698001
"F3311",2020-05-07 21:00:00,0,10.009389060816,10.3735913895163
"F3311",2020-05-07 21:30:00,0,10.009389060816,10.3735913895163
"F3311",2020-05-07 22:00:00,-0.56,10.017107292832,10.3813096215323
"F3311",2020-05-07 22:30:00,-1.11,10.0213564502915,10.3855587789918
"F3311",2020-05-07 23:00:00,-1.67,10.0221640655322,10.3863663942325
"F3311",2020-05-07 23:30:00,-1.67,10.0221650852484,10.3863674139487
"F3311",2020-05-08 00:00:00,-1.67,10.0221650852484,10.3863674139487
"F3311",2020-05-08 00:30:00,-1.67,10.0256239626428,10.3898262913431
"F3311",2020-05-08 01:00:00,-1.67,10.025624982359,10.3898273110593
"F3311",2020-05-08 01:30:00,-1.67,10.0290848794697,10.39328720817
"F3311",2020-05-08 02:00:00,-2.22,10.0264224004376,10.3906247291379
"F3311",2020-05-08 02:30:00,-2.78,10.0272371536917,10.3914394823921
"F3311",2020-05-08 03:00:00,-3.33,10.0315005871782,10.3957029158785
"F3311",2020-05-08 03:30:00,-3.33,10.034961504005,10.3991638327054
"F3311",2020-05-08 04:00:00,-3.33,10.0349625237213,10.3991648524216
"F3311",2020-05-08 04:30:00,-3.33,10.0384224208319,10.4026247495322
"F3311",2020-05-08 05:00:00,-3.33,10.0384224208319,10.4026247495322
"F3311",2020-05-08 05:30:00,-3.33,10.0384224208319,10.4026247495322
"F3311",2020-05-08 06:00:00,-3.89,10.0427062486426,10.4069085773429
"F3311",2020-05-08 06:30:00,-3.89,10.0461671654695,10.4103694941698
"F3311",2020-05-08 07:00:00,-3.89,10.0461671654695,10.4103694941698
"F3311",2020-05-08 07:30:00,-3.89,10.0496280822963,10.4138304109966
"F3311",2020-05-08 08:00:00,-4.44,10.0539006932287,10.418103021929
"F3311",2020-05-08 08:30:00,-3.89,10.0565509356662,10.4207532643665
"F3311",2020-05-08 09:00:00,-3.89,10.0565519553824,10.4207542840827
"F3311",2020-05-08 09:30:00,-3.33,10.059187921793,10.4233902504933
"F3311",2020-05-08 10:00:00,-3.89,10.0565509356662,10.4207532643665
"F3311",2020-05-08 10:30:00,-3.33,10.0557280246823,10.4199303533827
"F3311",2020-05-08 11:00:00,-3.33,10.0591889415092,10.4233912702095
"F3311",2020-05-08 11:30:00,-2.78,10.0618422430954,10.4260445717957
"F3311",2020-05-08 12:00:00,-3.33,10.059187921793,10.4233902504933
"F3311",2020-05-08 12:30:00,-3.33,10.059187921793,10.4233902504933
"F3311",2020-05-08 13:00:00,-2.78,10.0653031599222,10.4295054886225
"F3311",2020-05-08 13:30:00,-1.67,10.0602249731816,10.4244273018819
"F3311",2020-05-08 14:00:00,-2.22,10.0575645335819,10.4217668622822
"F3311",2020-05-08 14:30:00,-0.56,10.0551631019003,10.4193654306007
"F3311",2020-05-08 15:00:00,0,10.0543585458083,10.4185608745086
"F3311",2020-05-08 15:30:00,0.56,10.0500991911867,10.414301519887
"F3311",2020-05-08 16:00:00,1.11,10.0493170688513,10.4135193975517
"F3311",2020-05-08 16:30:00,1.11,10.0493170688513,10.4135193975517
"F3311",2020-05-08 17:00:00,1.11,10.0458581914569,10.4100605201572
"F3311",2020-05-08 17:30:00,1.11,10.0423993140625,10.4066016427628
"F3311",2020-05-08 18:00:00,1.11,10.0423993140625,10.4066016427628
"F3311",2020-05-08 20:30:00,0.56,10.0328048042146,10.3970071329149
"F3311",2020-05-08 21:00:00,-0.56,10.034405758669,10.3986080873693
"F3311",2020-05-08 21:30:00,-0.56,10.0344047389528,10.3986070676531
"F3311",2020-05-08 22:00:00,-0.56,10.0309458615583,10.3951481902587
"F3311",2020-05-08 22:30:00,-0.56,10.0274869841639,10.3916893128642
"F3311",2020-05-08 23:00:00,-0.56,10.0309468812745,10.3951492099749
"F3311",2020-05-08 23:30:00,-0.56,10.0274869841639,10.3916893128642
"F3311",2020-05-09 00:00:00,-0.56,10.0240270870533,10.3882294157536
"F3311",2020-05-09 00:30:00,0,10.016307835321,10.3805101640214
"F3311",2020-05-09 01:00:00,0,10.016307835321,10.3805101640214
"F3311",2020-05-09 01:30:00,0.56,10.0155093975263,10.3797117262266
"F3311",2020-05-09 02:00:00,0,10.0163068156048,10.3805091443051
"F3311",2020-05-09 02:30:00,-0.56,10.0136473957214,10.3778497244217
"F3311",2020-05-09 03:00:00,-1.11,10.0144366560702,10.3786389847705
"F3311",2020-05-09 03:30:00,-1.11,10.0109777786758,10.3751801073761
"F3311",2020-05-09 04:00:00,-2.22,10.0160406696732,10.3802429983736
"F3311",2020-05-09 04:30:00,-2.22,10.0160406696732,10.3802429983736
"F3311",2020-05-09 05:00:00,-2.78,10.0168544032112,10.3810567319115
"F3311",2020-05-09 05:30:00,-3.33,10.0176569198708,10.3818592485711
"F3311",2020-05-09 06:00:00,-3.33,10.0176569198708,10.3818592485711
"F3311",2020-05-09 06:30:00,-3.89,10.0219387082491,10.3861410369494
"F3311",2020-05-09 07:00:00,-3.89,10.0219387082491,10.3861410369494
"F3311",2020-05-09 07:30:00,-3.89,10.0219387082491,10.3861410369494
"F3311",2020-05-09 08:00:00,-2.22,10.0195005667839,10.3837028954842
"F3311",2020-05-09 08:30:00,0.56,10.0189672552045,10.3831695839048
"F3311",2020-05-09 09:00:00,1.11,10.018189211734,10.3823915404343
"F3311",2020-05-09 09:30:00,2.22,10.0166239473471,10.3808262760474
"F3311",2020-05-09 10:00:00,2.22,10.0166249670633,10.3808272957636
"F3311",2020-05-09 10:30:00,2.78,10.0158387658631,10.3800410945634
"F3311",2020-05-09 11:00:00,3.33,10.0150719392709,10.3792742679712
"F3311",2020-05-09 11:30:00,3.33,10.0116140815927,10.375816410293
"F3311",2020-05-09 12:00:00,4.44,10.0066195115815,10.3708218402819
"F3311",2020-05-09 12:30:00,4.44,10.0100763495435,10.3742786782438
"F3311",2020-05-09 13:00:00,4.44,10.0100763495435,10.3742786782438
"F3311",2020-05-09 13:30:00,5,10.0093044243703,10.3735067530706
"F3311",2020-05-09 14:00:00,5.56,10.0085365780619,10.3727389067622
"F3311",2020-05-09 14:30:00,6.11,10.0077860669292,10.3719883956295
"F3311",2020-05-09 15:00:00,6.67,10.0001116827103,10.3643140114106
"F3311",2020-05-09 15:30:00,7.78,9.99861168016102,10.3628140088613
"F3311",2020-05-09 16:00:00,7.78,9.99515586191523,10.3593581906156
"F3311",2020-05-09 16:30:00,8.33,9.99096074941504,10.3551630781154
"F3311",2020-05-09 17:00:00,8.89,9.9902112579985,10.3544135866988
"F3311",2020-05-09 17:30:00,9.44,9.98947808204137,10.3536804107417
"F3311",2020-05-09 18:00:00,8.33,9.99096074941504,10.3551630781154
"F3311",2020-05-09 18:30:00,8.89,9.98675543975272,10.350957768453
"F3311",2020-05-09 19:00:00,8.89,9.98675645946894,10.3509587881693
"F3311",2020-05-09 19:30:00,8.33,9.98750493116926,10.3517072598696
"F3311",2020-05-09 20:00:00,8.33,9.98750493116926,10.3517072598696
"F3311",2020-05-09 20:30:00,6.67,9.99320004621874,10.3574023749191
"F3311",2020-05-09 21:00:00,6.11,9.99050391655163,10.3547062452519
"F3311",2020-05-09 21:30:00,4.44,9.99624797797933,10.3604503066797
"F3311",2020-05-09 22:00:00,2.22,9.99933465895602,10.3635369876563
"F3311",2020-05-09 22:30:00,1.67,10.0035654615237,10.367767790224
"F3311",2020-05-09 23:00:00,1.67,10.0070212797694,10.3712236084698
"F3311",2020-05-10 00:30:00,-0.56,10.0136463760052,10.3778487047055
"F3311",2020-05-10 01:00:00,-1.67,10.0152432515947,10.379445580295
"F3311",2020-05-10 01:30:00,-1.11,10.0178955334646,10.382097862165
"F3311",2020-05-10 02:00:00,-1.11,10.0178955334646,10.382097862165
"F3311",2020-05-10 02:30:00,-1.11,10.0178955334646,10.382097862165
"F3311",2020-05-10 03:00:00,-1.67,10.0187031487053,10.3829054774056
"F3311",2020-05-10 03:30:00,-1.11,10.0178955334646,10.382097862165
"F3311",2020-05-10 04:00:00,-0.56,10.0171062731158,10.3813086018161
"F3311",2020-05-10 04:30:00,0.56,10.0155083778101,10.3797107065104
"F3311",2020-05-10 05:00:00,0.56,10.0155083778101,10.3797107065104
"F3311",2020-05-10 05:30:00,0.56,10.0155083778101,10.3797107065104
"F3311",2020-05-10 06:00:00,0.56,10.0155083778101,10.3797107065104
"F3311",2020-05-10 06:30:00,0.56,10.0155083778101,10.3797107065104
"F3311",2020-05-10 07:00:00,0.56,10.0189672552045,10.3831695839048
"F3311",2020-05-10 07:30:00,0.56,10.0189672552045,10.3831695839048
"F3311",2020-05-10 08:00:00,0.56,10.0224261325989,10.3866284612992
"F3311",2020-05-10 08:30:00,0.56,10.0224261325989,10.3866284612992
"F3311",2020-05-10 09:00:00,1.11,10.0216450299798,10.3858473586801
"F3311",2020-05-10 09:30:00,1.11,10.021646049696,10.3858483783963
"F3311",2020-05-10 10:00:00,1.11,10.0251039073742,10.3893062360745
"F3311",2020-05-10 10:30:00,1.11,10.0285627847686,10.3927651134689
"F3311",2020-05-10 11:00:00,1.11,10.0285627847686,10.3927651134689
"F3311",2020-05-10 11:30:00,1.11,10.0285627847686,10.3927651134689
"F3311",2020-05-10 12:00:00,0.56,10.0328027647822,10.3970050934825
"F3311",2020-05-10 12:30:00,1.11,10.0354795198412,10.3996818485416
"F3311",2020-05-10 13:00:00,1.67,10.0346872003438,10.3988895290441
"F3311",2020-05-10 13:30:00,1.67,10.0346872003438,10.3988895290441
"F3311",2020-05-10 14:00:00,1.67,10.0381460777382,10.4023484064385
"F3311",2020-05-10 14:30:00,1.67,10.0381460777382,10.4023484064385
"F3311",2020-05-10 15:00:00,2.22,10.0373710934163,10.4015734221166
"F3311",2020-05-10 15:30:00,2.22,10.0408289510945,10.4050312797948
"F3311",2020-05-10 16:00:00,3.33,10.0358150064753,10.4000173351756
"F3311",2020-05-10 16:30:00,2.22,10.0408289510945,10.4050312797948
"F3311",2020-05-10 17:00:00,2.78,10.0400417301781,10.4042440588784
"F3311",2020-05-10 17:30:00,2.22,10.0408279313783,10.4050302600786
"F3311",2020-05-10 18:00:00,1.67,10.0450617930946,10.4092641217949
"F3311",2020-05-10 18:30:00,1.11,10.0458551323083,10.4100574610086
"F3311",2020-05-10 19:00:00,1.11,10.0493129899865,10.4135153186868
"F3311",2020-05-10 19:30:00,0.56,10.0500951123218,10.4142974410222
"F3311",2020-05-10 20:00:00,0,10.0508945698328,10.4150968985331
"F3311",2020-05-10 20:30:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-10 21:00:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-10 21:30:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-10 22:00:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-10 22:30:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-10 23:00:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-10 23:30:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-11 00:00:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-11 00:30:00,-0.56,10.0516981062086,10.415900434909
"F3311",2020-05-11 01:00:00,-1.11,10.0559503228168,10.4201526515171
"F3311",2020-05-11 01:30:00,-1.11,10.0559503228168,10.4201526515171
"F3311",2020-05-11 02:00:00,-0.56,10.0551580033193,10.4193603320196
"F3311",2020-05-11 02:30:00,-0.56,10.0551580033193,10.4193603320196
"F3311",2020-05-11 03:00:00,-0.56,10.0551580033193,10.4193603320196
"F3311",2020-05-11 03:30:00,-0.56,10.0551600427517,10.419362371452
"F3311",2020-05-11 04:00:00,-0.56,10.0551600427517,10.419362371452
"F3311",2020-05-11 04:30:00,-1.11,10.0594122593598,10.4236145880601
"F3311",2020-05-11 05:00:00,-1.67,10.0636828308598,10.4278851595601
"F3311",2020-05-11 05:30:00,-1.67,10.0636828308598,10.4278851595601
"F3311",2020-05-11 06:00:00,-2.22,10.0644843278032,10.4286866565035
"F3311",2020-05-11 06:30:00,-2.78,10.0687620373166,10.4329643660169
"F3311",2020-05-11 07:00:00,-2.78,10.0687620373166,10.4329643660169
"F3311",2020-05-11 08:00:00,-1.11,10.0732528675186,10.4374551962189
"F3311",2020-05-11 08:30:00,-0.56,10.068998611478,10.4332009401783
"F3311",2020-05-11 09:00:00,0,10.0716539524966,10.4358562811969
"F3311",2020-05-11 09:30:00,0.56,10.0708524555532,10.4350547842535
"F3311",2020-05-11 10:00:00,1.11,10.0735261514637,10.437728480164
"F3311",2020-05-11 10:30:00,0.56,10.0708524555532,10.4350547842535
"F3311",2020-05-11 11:00:00,1.67,10.0692729151393,10.4334752438396
"F3311",2020-05-11 11:30:00,1.67,10.0658140377449,10.4300163664452
"F3311",2020-05-11 12:00:00,1.67,10.0692749545717,10.4334772832721
"F3311",2020-05-11 12:30:00,2.22,10.065039053423,10.4292413821234
"F3311",2020-05-11 13:00:00,1.67,10.0658150574611,10.4300173861614
"F3311",2020-05-11 13:30:00,1.67,10.0658160771773,10.4300184058776
"F3311",2020-05-11 14:00:00,2.22,10.0581233380666,10.4223256667669
"F3311",2020-05-11 14:30:00,3.33,10.056564191977,10.4207665206773
"F3311",2020-05-11 15:00:00,3.89,10.0523252316796,10.4165275603799
"F3311",2020-05-11 15:30:00,4.44,10.0515614642361,10.4157637929364
"F3311",2020-05-11 16:00:00,4.44,10.0446477883121,10.4088501170124
"F3311",2020-05-11 16:30:00,5,10.0404169857445,10.4046193144448
"F3311",2020-05-11 17:00:00,5.56,10.0396460802875,10.4038484089878
"F3311",2020-05-11 17:30:00,6.11,10.0354356720441,10.3996380007444
"F3311",2020-05-11 18:00:00,6.11,10.0319808735145,10.3961832022148
"F3311",2020-05-11 18:30:00,6.67,10.027760268109,10.3919625968093
"F3311",2020-05-11 19:00:00,6.67,10.024303430147,10.3885057588473
"F3311",2020-05-11 19:30:00,6.67,10.0208486316174,10.3850509603177
"F3311",2020-05-11 20:00:00,6.11,10.018155561099,10.3823578897993
"F3311",2020-05-11 20:30:00,5.56,10.0189081116641,10.3831104403644
"F3311",2020-05-11 21:00:00,4.44,10.0204499225782,10.3846522512785
"F3311",2020-05-11 21:30:00,3.89,10.017753792911,10.3819561216114
"F3311",2020-05-11 22:00:00,3.33,10.0219896940597,10.3861920227601
"F3311",2020-05-11 23:30:00,2.78,10.0262153980463,10.3904177267466
"F3311",2020-05-12 00:00:00,2.78,10.0262143783301,10.3904167070304
"F3311",2020-05-12 00:30:00,2.22,10.0304563977761,10.3946587264764
"F3311",2020-05-12 01:00:00,1.11,10.028564824201,10.3927671529013
"F3311",2020-05-12 01:30:00,-0.56,10.0344047389528,10.3986070676531
"F3311",2020-05-12 02:00:00,-1.11,10.0386549161284,10.4028572448288
"F3311",2020-05-12 02:30:00,-1.11,10.0386549161284,10.4028572448288
"F3311",2020-05-12 03:00:00,0,10.0405209967982,10.4047233254985
"F3311",2020-05-12 03:30:00,0,10.0439788544764,10.4081811831767
"F3311",2020-05-12 04:00:00,-1.11,10.0524934848548,10.4166958135551
"F3311",2020-05-12 04:30:00,-1.67,10.0533031395279,10.4175054682282
"F3311",2020-05-12 05:00:00,-2.22,10.0541025970388,10.4183049257392
"F3311",2020-05-12 05:30:00,-2.78,10.0583803065523,10.4225826352526
"F3311",2020-05-12 06:00:00,-3.33,10.0626457794712,10.4268481081715
"F3311",2020-05-12 06:30:00,-3.33,10.066106696298,10.4303090249983
"F3311",2020-05-12 07:00:00,-3.89,10.0703925635412,10.4345948922415
"F3311",2020-05-12 07:30:00,-3.33,10.0730275102355,10.4372298389358
"F3311",2020-05-12 08:00:00,-1.11,10.0697899112593,10.4339922399596
"F3311",2020-05-12 08:30:00,1.11,10.0700672740692,10.4342696027695
"F3311",2020-05-12 09:00:00,2.22,10.071952729347,10.4361550580473
"F3311",2020-05-12 09:30:00,2.22,10.068495891385,10.4326982200854
"F3311",2020-05-12 10:00:00,3.89,10.0696104412058,10.4338127699061
"F3311",2020-05-12 10:30:00,4.44,10.0723014722919,10.4365038009922
"F3311",2020-05-12 11:00:00,4.44,10.0688466737623,10.4330490024626
"F3311",2020-05-12 11:30:00,5,10.0680706697242,10.4322729984245
"F3311",2020-05-12 12:00:00,6.11,10.0665410954048,10.4307434241051
"F3311",2020-05-12 12:30:00,6.11,10.066542115121,10.4307444438213
"F3311",2020-05-12 13:00:00,6.67,10.0657752885288,10.4299776172291
"F3311",2020-05-12 13:30:00,6.67,10.0657752885288,10.4299776172291
"F3311",2020-05-12 14:00:00,6.67,10.0657752885288,10.4299776172291
"F3311",2020-05-12 14:30:00,7.22,10.0650247773961,10.4292271060964
"F3311",2020-05-12 15:00:00,7.78,10.0642650888174,10.4284674175177
"F3311",2020-05-12 15:30:00,7.78,10.0642650888174,10.4284674175177
"F3311",2020-05-12 16:00:00,8.33,10.0635196762657,10.427722004966
"F3311",2020-05-12 16:30:00,8.89,10.0627650862681,10.4269674149684
"F3311",2020-05-12 17:00:00,9.44,10.0620268117299,10.4262291404302
"F3311",2020-05-12 17:30:00,9.44,10.0551172146708,10.4193195433711
"F3311",2020-05-12 18:00:00,9.44,10.0551172146708,10.4193195433711
"F3311",2020-05-12 18:30:00,10,10.0543687429704,10.4185710716708
"F3311",2020-05-12 19:00:00,10,10.0543687429704,10.4185710716708
"F3311",2020-05-12 19:30:00,9.44,10.0551172146708,10.4193195433711
"F3311",2020-05-12 20:00:00,9.44,10.0516634358574,10.4158657645577
"F3311",2020-05-12 20:30:00,7.78,10.05389763408,10.4180999627804
"F3311",2020-05-12 21:00:00,6.11,10.0561726209512,10.4203749496515
"F3311",2020-05-12 21:30:00,3.89,10.0592389076036,10.4234412363039
"F3311",2020-05-12 22:00:00,2.22,10.0650359942744,10.4292383229747
"F3311",2020-05-12 22:30:00,0.56,10.0673915387264,10.4315938674267
"F3311",2020-05-12 23:00:00,-0.56,10.0689975917618,10.4331999204621
"F3311",2020-05-12 23:30:00,-1.11,10.0697909309755,10.4339932596758
"F3311",2020-05-13 00:00:00,-1.67,10.0740635419079,10.4382658706082
"F3311",2020-05-13 00:30:00,-1.67,10.0740635419079,10.4382658706082
"F3311",2020-05-13 01:00:00,-2.22,10.0783239162457,10.442526244946
"F3311",2020-05-13 01:30:00,-1.67,10.0775224193023,10.4417247480026
"F3311",2020-05-13 02:00:00,-1.11,10.0801696025912,10.4443719312915
"F3311",2020-05-13 02:30:00,-0.56,10.0759163662669,10.4401186949672
"F3311",2020-05-13 03:00:00,0,10.0716539524966,10.4358562811969
"F3311",2020-05-13 03:30:00,0,10.0716539524966,10.4358562811969
"F3311",2020-05-13 04:00:00,-0.56,10.0759173859831,10.4401197146834
"F3311",2020-05-13 04:30:00,0,10.0751118101748,10.4393141388752
"F3311",2020-05-13 05:00:00,0,10.0751118101748,10.4393141388752
"F3311",2020-05-13 05:30:00,0,10.0785706875693,10.4427730162696
"F3311",2020-05-13 06:00:00,0,10.0751118101748,10.4393141388752
"F3311",2020-05-13 07:00:00,0,10.078569667853,10.4427719965534
"F3311",2020-05-13 07:30:00,0.56,10.0812270483041,10.4454293770044
"F3311",2020-05-13 08:00:00,1.67,10.0796464881739,10.4438488168743
"F3311",2020-05-13 08:30:00,2.78,10.0780781646384,10.4422804933387
"F3311",2020-05-13 09:00:00,3.89,10.0765220776974,10.4407244063977
"F3311",2020-05-13 09:30:00,6.11,10.0734496727477,10.437652001448
"F3311",2020-05-13 10:00:00,7.78,10.0677137690497,10.43191609775
"F3311",2020-05-13 10:30:00,10,10.0612742611647,10.425476589865
"F3311",2020-05-13 11:00:00,10.56,10.0570760895159,10.4212784182162
"F3311",2020-05-13 11:30:00,12.22,10.0514289011284,10.4156312298287
"F3311",2020-05-13 12:00:00,12.22,10.0479761420313,10.4121784707316
"F3311",2020-05-13 12:30:00,13.33,10.0430723267631,10.4072746554634
"F3311",2020-05-13 13:00:00,14.44,10.0381817678056,10.4023840965059
"F3311",2020-05-13 13:30:00,13.89,10.0354417903414,10.3996441190417
"F3311",2020-05-13 14:00:00,12.78,10.0368846887827,10.401087017483
"F3311",2020-05-13 14:30:00,12.78,10.0334319296856,10.3976342583859
"F3311",2020-05-13 15:00:00,12.22,10.0307113268293,10.3949136555297
"F3311",2020-05-13 15:30:00,12.78,10.0265253917751,10.3907277204754
"F3311",2020-05-13 16:00:00,12.22,10.0238037692026,10.388006097903
"F3311",2020-05-13 16:30:00,12.22,10.0203499903893,10.3845523190896
"F3311",2020-05-13 17:00:00,12.22,10.0203489706731,10.3845512993734
"F3311",2020-05-13 17:30:00,12.22,10.0168941721435,10.3810965008438
"F3311",2020-05-13 18:00:00,12.78,10.016164055335,10.3803663840353
"F3311",2020-05-13 18:30:00,12.22,10.0134414130464,10.3776437417467
"F3311",2020-05-13 19:00:00,12.22,10.009987634233,10.3741899629333
"F3311",2020-05-13 19:30:00,12.78,10.0092575174245,10.3734598461248
"F3311",2020-05-13 20:00:00,12.78,10.0058037386112,10.3700060673115
"F3311",2020-05-13 20:30:00,12.22,9.99962731750914,10.3638296462095
"F3311",2020-05-13 21:00:00,11.67,10.0003462174393,10.3645485461396
"F3311",2020-05-13 21:30:00,11.11,10.0010814328288,10.3652837615292
"F3311",2020-05-13 22:00:00,11.11,10.0010804131126,10.365282741813
"F3311",2020-05-13 22:30:00,10.56,10.0018074707725,10.3660097994728
"F3311",2020-05-13 23:00:00,10.56,9.99835165252671,10.362553981227
"F3311",2020-05-13 23:30:00,10,9.99218440887062,10.3563867375709
"F3311",2020-05-14 00:00:00,9.44,9.9894719637441,10.3536742924444
"F3311",2020-05-14 00:30:00,9.44,9.98601614549831,10.3502184741986
"F3311",2020-05-14 01:00:00,7.78,9.98478024944819,10.3489825781485
"F3311",2020-05-14 01:30:00,6.67,9.98973301109462,10.3539353397949
"F3311",2020-05-14 02:00:00,6.11,9.9904937193895,10.3546960480898
"F3311",2020-05-14 02:30:00,5.56,9.99815790644624,10.3623602351466
"F3311",2020-05-14 03:00:00,5.56,9.99470004876803,10.3589023774684
"F3311",2020-05-14 03:30:00,5.56,9.98433055459826,10.3485328832986
"F3311",2020-05-14 04:00:00,5,9.98164054322842,10.3458428719287
"F3311",2020-05-14 04:30:00,4.44,9.97203991508324,10.3362422437836
"F3311",2020-05-14 05:00:00,3.89,9.97279960366191,10.3370019323622
"F3311",2020-05-14 05:30:00,3.33,9.97011775002177,10.3343200787221
"F3311",2020-05-14 06:00:00,2.78,9.96742365978709,10.3316259884874
"F3311",2020-05-14 06:30:00,2.78,9.9605099838631,10.3247123125634
"F3311",2020-05-14 07:00:00,2.78,9.95705110646868,10.321253435169
"F3311",2020-05-14 07:30:00,2.78,9.95013539111226,10.3143377198126
"F3311",2020-05-14 08:00:00,3.33,9.94937264338495,10.3135749720853
"F3311",2020-05-14 08:30:00,3.33,9.94591580542296,10.3101181341233
"F3311",2020-05-14 09:00:00,3.33,9.94245794774475,10.3066602764451
"F3311",2020-05-14 09:30:00,3.89,9.9382271451771,10.3024294738774
"F3311",2020-05-14 10:00:00,3.89,9.9382271451771,10.3024294738774
"F3311",2020-05-14 10:30:00,4.44,9.93747051574707,10.3016728444474
"F3311",2020-05-14 11:00:00,4.44,9.93401469750129,10.2982170262016
"F3311",2020-05-14 11:30:00,5.56,9.9290262457874,10.2932285744877
"F3311",2020-05-14 12:00:00,6.11,9.92482501498993,10.2890273436903
"F3311",2020-05-14 12:30:00,7.22,9.9198722533435,10.2840745820438
"F3311",2020-05-14 13:00:00,8.33,9.9183875465374,10.2825898752377
"F3311",2020-05-14 13:30:00,9.44,9.91345823836387,10.2776605670642
"F3311",2020-05-14 14:00:00,10.56,9.9119837287199,10.2761860574202
"F3311",2020-05-14 14:30:00,10.56,9.9119837287199,10.2761860574202
"F3311",2020-05-14 15:00:00,11.11,9.90781206969261,10.2720143983929
"F3311",2020-05-14 15:30:00,11.67,9.91053573169747,10.2747380603978
"F3311",2020-05-14 16:00:00,12.22,9.90637019096746,10.2705725196678
"F3311",2020-05-14 16:30:00,12.22,9.9098229500646,10.2740252787649
